Barking and Dagenham,Robbery,Personal Property,43.0,20.0,20.0,27.0,18.0,32.0,12.0,12.0,12.0,19.0,19.0,25.0,39.0,18.0,16.0,12.0,13.0,25.0,14.0,17.0,16.0,16.0,10.0,23.0,478.0
Barking and Dagenham,Sexual Offences,Other Sexual,9.0,7.0,8.0,10.0,7.0,9.0,0.0,4.0,2.0,6.0,5.0,8.0,17.0,9.0,1.0,2.0,2.0,9.0,5.0,8.0,11.0,5.0,4.0,14.0,162.0
Barking and Dagenham,Sexual Offences,Rape,9.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,7.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,56.0
Barking and Dagenham,Theft and Handling,Handling Stolen Goods,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0
Barking and Dagenham,Theft and Handling,M/V Interference & Tampering,8.0,6.0,5.0,10.0,9.0,2.0,3.0,7.0,7.0,2.0,1.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,8.0,3.0,7.0,5.0,114.0
Barking and Dagenham,Theft and Handling,Other Theft,88.0,126.0,86.0,101.0,96.0,95.0,42.0,48.0,55.0,77.0,87.0,83.0,75.0,68.0,63.0,66.0,57.0,50.0,78.0,68.0,69.0,64.0,75.0,77.0,1794.0
Barking and Dagenham,Theft and Handling,Theft From M/V,35.0,30.0,37.0,30.0,26.0,35.0,19.0,16.0,14.0,21.0,7.0,18.0,21.0,21.0,22.0,15.0,14.0,15.0,17.0,17.0,16.0,29.0,22.0,31.0,528.0
Barking and Dagenham,Theft and Handling,Theft From Shops,83.0,57.0,55.0,54.0,75.0,104.0,46.0,49.0,55.0,69.0,73.0,76.0,52.0,93.0,58.0,76.0,50.0,63.0,67.0,70.0,61.0,60.0,72.0,43.0,1561.0
Barking and Dagenham,Theft and Handling,Theft Person,22.0,25.0,25.0,36.0,18.0,24.0,7.0,18.0,19.0,15.0,14.0,22.0,18.0,25.0,22.0,18.0,17.0,21.0,18.0,19.0,27.0,11.0,9.0,21.0,471.0
Barking and Dagenham,Theft and Handling,Theft/Taking of M/V,22.0,12.0,18.0,21.0,21.0,20.0,16.0,16.0,13.0,11.0,17.0,15.0,20.0,13.0,14.0,20.0,18.0,26.0,20.0,19.0,21.0,24.0,24.0,21.0,442.0
Barking and Dagenham,Theft and Handling,Theft/Taking of Pedal Cycles,10.0,6.0,4.0,7.0,5.0,4.0,3.0,4.0,12.0,9.0,11.0,20.0,10.0,9.0,1.0,1.0,2.0,9.0,12.0,11.0,15.0,10.0,5.0,12.0,192.0
Barking and Dagenham,Violence Against the Person,Assault with Injury,43.0,26.0,23.0,17.0,29.0,38.0,11.0,24.0,26.0,21.0,20.0,24.0,19.0,24.0,28.0,16.0,21.0,16.0,18.0,36.0,36.0,37.0,22.0,30.0,605.0
Barking and Dagenham,Violence Against the Person,Common Assault,39.0,38.0,42.0,37.0,40.0,45.0,28.0,26.0,40.0,33.0,23.0,29.0,55.0,46.0,32.0,25.0,29.0,30.0,40.0,45.0,39.0,60.0,40.0,44.0,905.0
Barking and Dagenham,Violence Against the Person,Harassment,53.0,46.0,48.0,38.0,34.0,39.0,26.0,27.0,29.0,36.0,46.0,51.0,39.0,54.0,32.0,42.0,42.0,41.0,38.0,52.0,61.0,61.0,31.0,42.0,1008.0
Barking and Dagenham,Violence Against the Person,Offensive Weapon,6.0,5.0,4.0,5.0,3.0,5.0,2.0,4.0,3.0,4.0,4.0,5.0,6.0,9.0,6.0,3.0,3.0,3.0,2.0,3.0,6.0,4.0,6.0,4.0,105.0
Barking and Dagenham,Violence Against the Person,Other Violence,4.0,8.0,10.0,6.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,3.0,4.0,6.0,3.0,6.0,3.0,3.0,5.0,5.0,4.0,97.0
Barking and Dagenham,Violence Against the Person,Wounding/GBH,21.0,25.0,16.0,10.0,9.0,15.0,10.0,13.0,11.0,15.0,15.0,9.0,8.0,15.0,11.0,1.0,5.0,13.0,7.0,8.0,19.0,20.0,9.0,18.0,303.0
Barnet,Burglary,Business and Community,57.0,48.0,61.0,60.0,49.0,61.0,46.0,30.0,40.0,46.0,34.0,52.0,61.0,43.0,34.0,48.0,32.0,46.0,48.0,24.0,52.0,39.0,43.0,34.0,1088.0
Barnet,Burglary,Residential,11.0,9.0,9.0,9.0,6.0,5.0,2.0,9.0,7.0,4.0,7.0,5.0,7.0,12.0,6.0,5.0,6.0,11.0,7.0,7.0,5.0,6.0,4.0,7.0,166.0
Barnet,Criminal Damage,Arson,1.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,3.0,4.0,0.0,3.0,2.0,2.0,5.0,2.0,1.0,5.0,0.0,3.0,1.0,44.0
Barnet,Criminal Damage,Damage To M/V,8.0,22.0,16.0,11.0,20.0,12.0,6.0,7.0,8.0,10.0,21.0,9.0,18.0,12.0,4.0,6.0,8.0,13.0,9.0,15.0,15.0,15.0,13.0,11.0,289.0
Barnet,Criminal Damage,Damage To Other Bldg,12.0,11.0,12.0,19.0,7.0,17.0,14.0,6.0,8.0,8.0,4.0,11.0,9.0,6.0,6.0,4.0,5.0,10.0,7.0,7.0,7.0,6.0,1.0,4.0,201.0
Barnet,Criminal Damage,Criminal Damage To a Dwelling,4.0,6.0,8.0,5.0,2.0,8.0,4.0,3.0,5.0,1.0,5.0,3.0,7.0,0.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,2.0,1.0,92.0
Barnet,Criminal Damage,Other Criminal Damage,32.0,22.0,32.0,27.0,30.0,25.0,19.0,21.0,34.0,21.0,35.0,23.0,23.0,20.0,29.0,21.0,19.0,25.0,25.0,29.0,26.0,33.0,20.0,31.0,622.0
Barnet,Drugs,Drug Trafficking,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,33.0
Barnet,Drugs,Other Drug Offences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Barnet,Drugs,Possession Of Drugs,11.0,18.0,17.0,29.0,32.0,29.0,27.0,35.0,19.0,29.0,30.0,13.0,27.0,36.0,32.0,8.0,23.0,20.0,25.0,28.0,26.0,20.0,24.0,23.0,581.0
Barnet,Fraud or Forgery,Fraud or Forgery,1.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,27.0
Barnet,Other Notifiable Offences,Other Notifiable,12.0,10.0,6.0,6.0,9.0,6.0,3.0,9.0,11.0,12.0,2.0,10.0,5.0,9.0,8.0,8.0,9.0,18.0,33.0,21.0,22.0,14.0,13.0,16.0,272.0
Barnet,Robbery,Business Property,7.0,12.0,12.0,6.0,13.0,7.0,4.0,6.0,10.0,13.0,8.0,7.0,7.0,4.0,11.0,7.0,8.0,9.0,10.0,7.0,5.0,4.0,3.0,2.0,182.0
Barnet,Robbery,Personal Property,54.0,77.0,52.0,51.0,66.0,40.0,6.0,14.0,20.0,18.0,29.0,14.0,18.0,26.0,16.0,8.0,9.0,15.0,16.0,12.0,18.0,20.0,21.0,37.0,657.0
Barnet,Sexual Offences,Other Sexual,10.0,7.0,10.0,5.0,9.0,6.0,5.0,2.0,7.0,10.0,9.0,9.0,15.0,8.0,16.0,3.0,7.0,14.0,18.0,24.0,22.0,8.0,4.0,17.0,245.0
Barnet,Sexual Offences,Rape,4.0,6.0,2.0,1.0,1.0,3.0,2.0,6.0,2.0,3.0,2.0,1.0,0.0,4.0,1.0,3.0,1.0,3.0,4.0,2.0,4.0,2.0,4.0,3.0,64.0
Barnet,Theft and Handling,Handling Stolen Goods,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,14.0
Barnet,Theft and Handling,M/V Interference & Tampering,13.0,14.0,16.0,22.0,15.0,16.0,5.0,4.0,16.0,7.0,5.0,18.0,8.0,10.0,5.0,5.0,5.0,8.0,15.0,11.0,8.0,7.0,6.0,9.0,248.0
Barnet,Theft and Handling,Other Theft,190.0,175.0,199.0,184.0,180.0,143.0,76.0,72.0,106.0,155.0,135.0,150.0,109.0,112.0,123.0,55.0,51.0,61.0,88.0,103.0,119.0,101.0,76.0,104.0,2867.0
Barnet,Theft and Handling,Theft From M/V,112.0,88.0,99.0,92.0,84.0,78.0,10.0,39.0,50.0,64.0,64.0,73.0,88.0,79.0,53.0,30.0,47.0,44.0,40.0,53.0,38.0,68.0,56.0,42.0,1491.0
Barnet,Theft and Handling,Theft From Shops,128.0,134.0,137.0,153.0,138.0,106.0,80.0,102.0,137.0,136.0,113.0,111.0,132.0,105.0,135.0,100.0,96.0,112.0,117.0,129.0,139.0,124.0,133.0,123.0,2920.0
Barnet,Theft and Handling,Theft Person,46.0,72.0,46.0,40.0,52.0,31.0,9.0,8.0,15.0,45.0,44.0,23.0,30.0,26.0,30.0,13.0,17.0,22.0,31.0,32.0,56.0,31.0,37.0,34.0,790.0
Barnet,Theft and Handling,Theft/Taking of M/V,19.0,31.0,24.0,33.0,15.0,20.0,9.0,13.0,19.0,8.0,20.0,28.0,26.0,25.0,19.0,11.0,18.0,16.0,17.0,15.0,13.0,12.0,14.0,14.0,439.0
Barnet,Theft and Handling,Theft/Taking of Pedal Cycles,5.0,6.0,6.0,2.0,4.0,4.0,2.0,6.0,6.0,7.0,11.0,11.0,10.0,14.0,7.0,10.0,6.0,9.0,7.0,5.0,12.0,8.0,6.0,12.0,176.0
Barnet,Violence Against the Person,Assault with Injury,39.0,53.0,40.0,54.0,38.0,50.0,34.0,30.0,26.0,41.0,32.0,29.0,29.0,47.0,23.0,15.0,23.0,46.0,37.0,51.0,40.0,45.0,29.0,37.0,888.0
Barnet,Violence Against the Person,Common Assault,63.0,78.0,63.0,79.0,73.0,73.0,39.0,45.0,47.0,52.0,49.0,63.0,64.0,51.0,68.0,31.0,41.0,53.0,43.0,60.0,68.0,53.0,58.0,55.0,1369.0
Barnet,Violence Against the Person,Harassment,82.0,98.0,94.0,93.0,88.0,53.0,46.0,48.0,70.0,75.0,80.0,87.0,69.0,96.0,89.0,70.0,49.0,88.0,93.0,110.0,104.0,77.0,66.0,90.0,1915.0
Barnet,Violence Against the Person,Offensive Weapon,3.0,4.0,6.0,7.0,10.0,6.0,3.0,2.0,3.0,5.0,5.0,4.0,4.0,6.0,4.0,0.0,4.0,4.0,5.0,4.0,6.0,1.0,5.0,7.0,108.0
Barnet,Violence Against the Person,Other Violence,11.0,6.0,6.0,8.0,6.0,4.0,2.0,1.0,5.0,2.0,4.0,8.0,6.0,4.0,8.0,2.0,8.0,7.0,9.0,6.0,10.0,4.0,9.0,10.0,146.0
Barnet,Violence Against the Person,Wounding/GBH,9.0,19.0,16.0,22.0,16.0,19.0,9.0,13.0,22.0,16.0,11.0,16.0,16.0,8.0,5.0,6.0,14.0,15.0,5.0,19.0,9.0,13.0,14.0,15.0,327.0
Bexley,Burglary,Business and Community,43.0,20.0,11.0,35.0,28.0,19.0,16.0,15.0,13.0,10.0,15.0,18.0,19.0,21.0,10.0,12.0,21.0,15.0,10.0,13.0,20.0,21.0,15.0,27.0,447.0
Bexley,Burglary,Residential,1.0,3.0,4.0,4.0,9.0,2.0,1.0,3.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,5.0,59.0
Bexley,Criminal Damage,Arson,2.0,1.0,2.0,1.0,8.0,0.0,4.0,2.0,1.0,2.0,5.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,47.0
Bexley,Criminal Damage,Damage To M/V,15.0,17.0,14.0,17.0,7.0,9.0,6.0,3.0,4.0,5.0,11.0,10.0,11.0,6.0,8.0,2.0,13.0,8.0,10.0,10.0,9.0,9.0,15.0,5.0,224.0
Bexley,Criminal Damage,Damage To Other Bldg,11.0,10.0,8.0,11.0,9.0,6.0,4.0,5.0,3.0,13.0,6.0,5.0,5.0,8.0,4.0,5.0,3.0,6.0,6.0,7.0,4.0,5.0,9.0,3.0,156.0
Bexley,Criminal Damage,Criminal Damage To a Dwelling,5.0,2.0,4.0,2.0,9.0,3.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,4.0,1.0,2.0,4.0,4.0,1.0,3.0,3.0,2.0,4.0,1.0,68.0
Bexley,Criminal Damage,Other Criminal Damage,17.0,23.0,14.0,21.0,9.0,14.0,7.0,19.0,13.0,14.0,16.0,21.0,24.0,11.0,13.0,14.0,10.0,18.0,18.0,23.0,15.0,25.0,21.0,15.0,395.0
Bexley,Drugs,Drug Trafficking,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
Bexley,Drugs,Other Drug Offences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bexley,Drugs,Possession Of Drugs,16.0,12.0,10.0,16.0,13.0,15.0,14.0,20.0,14.0,23.0,13.0,4.0,12.0,22.0,19.0,15.0,24.0,22.0,16.0,23.0,23.0,25.0,23.0,17.0,411.0
Bexley,Fraud or Forgery,Fraud or Forgery,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,16.0
Bexley,Other Notifiable Offences,Other Notifiable,6.0,9.0,10.0,4.0,3.0,4.0,6.0,1.0,5.0,8.0,9.0,4.0,4.0,6.0,4.0,8.0,6.0,5.0,7.0,2.0,8.0,4.0,7.0,2.0,132.0
Bexley,Robbery,Business Property,3.0,1.0,7.0,6.0,9.0,7.0,2.0,1.0,5.0,3.0,5.0,3.0,3.0,1.0,2.0,3.0,4.0,6.0,4.0,2.0,2.0,2.0,3.0,4.0,88.0
Bexley,Robbery,Personal Property,13.0,11.0,16.0,26.0,11.0,8.0,3.0,0.0,4.0,4.0,4.0,8.0,2.0,7.0,5.0,5.0,3.0,2.0,3.0,4.0,0.0,7.0,6.0,5.0,157.0
Bexley,Sexual Offences,Other Sexual,4.0,7.0,7.0,4.0,6.0,3.0,2.0,3.0,0.0,5.0,5.0,3.0,5.0,3.0,5.0,1.0,3.0,7.0,2.0,7.0,7.0,8.0,2.0,14.0,113.0
Bexley,Sexual Offences,Rape,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,25.0
Bexley,Theft and Handling,Handling Stolen Goods,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Bexley,Theft and Handling,M/V Interference & Tampering,4.0,3.0,2.0,6.0,3.0,4.0,4.0,2.0,3.0,2.0,12.0,6.0,5.0,8.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,86.0
Bexley,Theft and Handling,Other Theft,77.0,87.0,65.0,91.0,95.0,82.0,29.0,49.0,55.0,46.0,62.0,54.0,57.0,41.0,54.0,39.0,24.0,34.0,44.0,46.0,61.0,56.0,65.0,76.0,1389.0
Bexley,Theft and Handling,Theft From M/V,36.0,35.0,32.0,52.0,38.0,23.0,5.0,15.0,26.0,18.0,24.0,26.0,40.0,24.0,11.0,14.0,9.0,15.0,9.0,11.0,13.0,15.0,23.0,11.0,525.0
Bexley,Theft and Handling,Theft From Shops,88.0,84.0,55.0,98.0,121.0,57.0,31.0,69.0,48.0,58.0,71.0,56.0,74.0,54.0,53.0,38.0,61.0,70.0,43.0,44.0,48.0,49.0,68.0,53.0,1491.0
Bexley,Theft and Handling,Theft Person,10.0,16.0,11.0,5.0,8.0,4.0,2.0,2.0,3.0,3.0,6.0,3.0,2.0,7.0,4.0,2.0,3.0,6.0,5.0,5.0,4.0,6.0,14.0,13.0,144.0
Bexley,Theft and Handling,Theft/Taking of M/V,12.0,18.0,14.0,11.0,6.0,9.0,9.0,4.0,9.0,7.0,14.0,12.0,10.0,8.0,8.0,12.0,9.0,5.0,6.0,10.0,14.0,6.0,10.0,7.0,230.0
Bexley,Theft and Handling,Theft/Taking of Pedal Cycles,6.0,5.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,0.0,2.0,5.0,2.0,5.0,3.0,4.0,5.0,4.0,2.0,2.0,3.0,3.0,4.0,9.0,78.0
Bexley,Violence Against the Person,Assault with Injury,31.0,40.0,25.0,42.0,28.0,28.0,12.0,14.0,22.0,18.0,34.0,21.0,29.0,18.0,13.0,15.0,10.0,18.0,21.0,23.0,29.0,28.0,19.0,27.0,565.0
Bexley,Violence Against the Person,Common Assault,29.0,44.0,45.0,42.0,47.0,39.0,18.0,22.0,31.0,29.0,24.0,33.0,25.0,25.0,27.0,21.0,20.0,33.0,32.0,36.0,22.0,21.0,19.0,34.0,718.0
Bexley,Violence Against the Person,Harassment,56.0,54.0,50.0,59.0,44.0,53.0,29.0,44.0,32.0,46.0,48.0,47.0,51.0,38.0,47.0,25.0,21.0,44.0,37.0,40.0,33.0,41.0,28.0,41.0,1008.0
Bexley,Violence Against the Person,Offensive Weapon,3.0,4.0,3.0,12.0,6.0,3.0,3.0,2.0,5.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,5.0,3.0,5.0,1.0,2.0,1.0,4.0,84.0
Bexley,Violence Against the Person,Other Violence,6.0,3.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,7.0,1.0,4.0,4.0,2.0,3.0,1.0,2.0,4.0,6.0,1.0,0.0,3.0,4.0,62.0
Bexley,Violence Against the Person,Wounding/GBH,24.0,15.0,25.0,13.0,3.0,9.0,4.0,7.0,6.0,21.0,16.0,17.0,11.0,5.0,9.0,4.0,9.0,15.0,14.0,9.0,16.0,16.0,19.0,12.0,299.0
Brent,Burglary,Business and Community,38.0,44.0,43.0,59.0,35.0,48.0,30.0,29.0,33.0,23.0,38.0,43.0,35.0,25.0,23.0,23.0,30.0,32.0,21.0,32.0,30.0,41.0,34.0,35.0,824.0
Brent,Burglary,Residential,10.0,11.0,14.0,5.0,18.0,6.0,10.0,9.0,6.0,9.0,16.0,10.0,13.0,7.0,5.0,10.0,6.0,8.0,3.0,2.0,5.0,9.0,7.0,7.0,206.0
Brent,Criminal Damage,Arson,4.0,1.0,4.0,1.0,0.0,5.0,2.0,3.0,1.0,0.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,1.0,52.0
Brent,Criminal Damage,Damage To M/V,18.0,14.0,15.0,11.0,20.0,17.0,12.0,14.0,15.0,20.0,14.0,17.0,24.0,11.0,14.0,8.0,12.0,11.0,7.0,13.0,9.0,16.0,22.0,21.0,355.0
Brent,Criminal Damage,Damage To Other Bldg,13.0,15.0,15.0,9.0,14.0,16.0,6.0,4.0,11.0,12.0,11.0,10.0,11.0,13.0,9.0,12.0,6.0,8.0,8.0,11.0,10.0,7.0,6.0,3.0,240.0
Brent,Criminal Damage,Criminal Damage To a Dwelling,6.0,2.0,8.0,7.0,10.0,5.0,5.0,6.0,4.0,6.0,5.0,7.0,5.0,3.0,8.0,4.0,9.0,9.0,9.0,8.0,3.0,5.0,3.0,4.0,141.0
Brent,Criminal Damage,Other Criminal Damage,27.0,34.0,27.0,22.0,23.0,21.0,21.0,19.0,24.0,29.0,26.0,30.0,29.0,31.0,21.0,29.0,32.0,13.0,32.0,30.0,33.0,35.0,33.0,32.0,653.0
Brent,Drugs,Drug Trafficking,3.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,3.0,5.0,38.0
Brent,Drugs,Other Drug Offences,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0
Brent,Drugs,Possession Of Drugs,31.0,47.0,33.0,37.0,25.0,48.0,55.0,64.0,43.0,61.0,49.0,52.0,48.0,39.0,39.0,51.0,40.0,37.0,54.0,52.0,47.0,45.0,53.0,30.0,1080.0
Brent,Fraud or Forgery,Fraud or Forgery,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,3.0,20.0
Brent,Other Notifiable Offences,Other Notifiable,18.0,10.0,11.0,18.0,13.0,10.0,11.0,18.0,11.0,9.0,11.0,3.0,13.0,10.0,6.0,4.0,4.0,5.0,12.0,7.0,7.0,22.0,9.0,14.0,256.0
Brent,Robbery,Business Property,6.0,12.0,12.0,3.0,8.0,7.0,13.0,4.0,3.0,11.0,7.0,10.0,9.0,6.0,3.0,8.0,4.0,3.0,14.0,3.0,3.0,7.0,8.0,3.0,167.0
Brent,Robbery,Personal Property,44.0,55.0,49.0,39.0,33.0,32.0,8.0,19.0,20.0,25.0,17.0,26.0,31.0,31.0,38.0,22.0,18.0,26.0,28.0,22.0,21.0,25.0,17.0,10.0,656.0
Brent,Sexual Offences,Other Sexual,11.0,14.0,15.0,11.0,8.0,10.0,2.0,6.0,6.0,12.0,5.0,6.0,4.0,8.0,11.0,7.0,15.0,15.0,7.0,10.0,22.0,21.0,10.0,15.0,251.0
Brent,Sexual Offences,Rape,2.0,3.0,2.0,1.0,4.0,4.0,2.0,0.0,1.0,6.0,3.0,3.0,6.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,6.0,6.0,4.0,2.0,69.0
Brent,Theft and Handling,Handling Stolen Goods,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0
Brent,Theft and Handling,M/V Interference & Tampering,8.0,17.0,7.0,19.0,1.0,7.0,10.0,7.0,9.0,8.0,9.0,6.0,9.0,6.0,3.0,3.0,6.0,9.0,2.0,5.0,2.0,6.0,3.0,7.0,169.0
Brent,Theft and Handling,Other Theft,168.0,150.0,147.0,165.0,145.0,118.0,77.0,91.0,105.0,92.0,108.0,119.0,124.0,85.0,110.0,103.0,84.0,104.0,81.0,100.0,117.0,141.0,119.0,126.0,2779.0
Brent,Theft and Handling,Theft From M/V,66.0,51.0,51.0,93.0,74.0,50.0,19.0,47.0,49.0,42.0,40.0,63.0,59.0,49.0,32.0,37.0,40.0,35.0,39.0,43.0,39.0,44.0,45.0,33.0,1140.0
Brent,Theft and Handling,Theft From Shops,78.0,102.0,112.0,101.0,112.0,99.0,43.0,67.0,72.0,88.0,76.0,89.0,88.0,74.0,91.0,72.0,67.0,77.0,81.0,90.0,88.0,88.0,107.0,99.0,2061.0
Brent,Theft and Handling,Theft Person,44.0,45.0,34.0,33.0,58.0,36.0,12.0,12.0,9.0,30.0,39.0,31.0,38.0,30.0,45.0,21.0,25.0,40.0,32.0,38.0,22.0,62.0,31.0,45.0,812.0
Brent,Theft and Handling,Theft/Taking of M/V,33.0,22.0,30.0,27.0,24.0,18.0,28.0,22.0,18.0,22.0,23.0,25.0,16.0,19.0,27.0,15.0,21.0,13.0,16.0,29.0,14.0,16.0,18.0,24.0,520.0
